nct_id,brief_title,phase,enrollment_actual,lead_sponsor_class,conditions,duration_days,num_sites,num_countries,num_arms,num_interventions,enrollment_per_site,has_multiple_arms,num_inclusion_criteria,num_exclusion_criteria,total_criteria,criteria_text_length,min_age_years,max_age_years,age_range_years,sex_restricted,is_phase2,is_phase3,is_industry_sponsored,is_cancer,is_diabetes,is_hiv,is_asthma,is_pain,is_hypertension,is_depression,is_schizophrenia,enrollment_success
NCT06307847,Pivotal Study to Evaluate Efficacy and Safety of SP5M001 Inj. as Compared to Synovian Inj. in Patients With Mild to Moderate Knee Osteoarthritis,PHASE3,223.0,INDUSTRY,Osteoarthritis Thumb,559,14,1,2,2,15.928571428571429,1,0,0,0,4889,40.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01882556,Early Use of Botulinum Toxin in Spasticity Post Stroke.,PHASE2,120.0,OTHER,"Stroke, Muscle Spasticity, Contracture",851,1,1,2,2,120.0,1,0,0,0,1774,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT00476242,Memantine as a Supplement to Naltrexone in Treating Heroin Dependence,PHASE2/PHASE3,82.0,OTHER,"Opioid Dependence, Heroin Dependence",1157,1,1,2,2,82.0,1,0,0,0,1755,18.0,60.0,42.0,0,1,1,0,0,0,0,0,0,0,0,0,1
NCT03278028,A Study of A-101 Topical Solution Administered Twice a Week in Subjects With Common Warts,PHASE2,159.0,INDUSTRY,Common Wart,231,16,1,2,2,9.9375,1,7,7,14,2070,8.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02317796,Adult Subjects With Uncontrolled Type 2 Diabetes,PHASE2,149.0,OTHER,Type 2 Diabetes,425,1,1,5,1,149.0,1,0,0,0,1262,18.0,75.0,57.0,0,1,0,0,0,1,0,0,0,0,0,0,1
NCT01054170,"Effect on Structural Changes in Airways, Measured by MSCT, of Twice Daily 60mg AZD9668 for 12 Weeks in Chronic Obstructive Pulmonary Disease (COPD) Patients",PHASE2,52.0,INDUSTRY,Chronic Obstructive Pulmonary Disease (COPD),303,9,5,2,2,5.777777777777778,1,3,3,6,483,50.0,80.0,30.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT04346108,"A Study of Immune Globulin Subcutaneous (Human), 20% Solution (IGSC, 20%) in Japanese Participants With Primary Immunodeficiency Diseases (PID)",PHASE3,17.0,INDUSTRY,Primary Immunodeficiency Diseases (PID),498,8,1,3,2,2.125,1,8,17,25,4714,2.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT03287960,Setmelanotide for the Treatment of Leptin Receptor (LEPR) Deficiency Obesity,PHASE3,15.0,INDUSTRY,Leptin Receptor Deficiency Obesity,969,6,6,1,2,2.5,0,0,0,0,4301,6.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT02817451,DTaP-IPV-HB-PRP-T Combined Vaccine as a Primary Series and a Second Year of Life Booster in HIV-Exposed Infected and Uninfected Infants,PHASE3,53.0,INDUSTRY,"Diphtheria, Tetanus, Pertussis, Hepatitis B, Polio",953,1,1,2,2,53.0,1,7,7,14,2787,0.09615384615384616,0.15384615384615385,0.057692307692307696,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT01586468,PILOT STUDY OF THE EFFICACY AND SAFETY OF WF10 IN SUBJECTS SUFFERING FROM PERSISTENT ALLERGIC RHINITIS,PHASE2,60.0,INDUSTRY,Allergic Rhinitis,244,1,1,2,2,60.0,1,0,0,0,3312,18.0,70.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT00685425,Dose Response Study of Levalbuterol in the Prevention of Exercise Induced Bronchoconstriction Compared to Racemic Albuterol,PHASE3,62.0,INDUSTRY,"Asthma, Bronchoconstriction",151,5,1,2,2,12.4,1,7,17,24,3214,12.0,65.0,47.0,0,0,1,1,0,0,0,1,0,0,0,0,0
NCT02466087,Role of Magnesium Supplementation in the Treatment of Depression,PHASE2/PHASE3,126.0,OTHER,Depression,580,1,1,2,1,126.0,1,3,12,15,1014,18.0,65.0,47.0,0,1,1,0,0,0,0,0,0,0,1,0,1
NCT02453061,"A Comparative Phase 2 Study Assessing the Efficacy of Triheptanoin, an Anaplerotic Therapy in Huntington's Disease",PHASE2,100.0,OTHER_GOV,Huntington Disease,1618,2,2,2,2,50.0,1,7,10,17,864,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT00476424,A Pharmacokinetic Study of Once Daily Efavirenz 400 mg Versus 600 mg in Thai HIV-1 Infected Subjects,PHASE2,28.0,OTHER,HIV Infections,275,1,1,2,1,28.0,1,5,7,12,913,18.0,65.0,47.0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCT02750917,Lornoxicam Versus Etoricoxib in Postoperative Pain After Total Knee Arthroplasty,PHASE3,120.0,OTHER,Postoperative Pain,182,0,0,2,2,120.0,1,5,12,17,550,20.0,75.0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,1
NCT00742937,Impact of Maternal Supplementation With Dual Megadose of Vitamin A,PHASE2/PHASE3,239.0,OTHER,"Hypovitaminosis, Vitamin A Deficiency",519,1,1,2,2,239.0,1,1,2,3,155,18.0,65.0,47.0,1,1,1,0,0,0,0,0,0,0,0,0,1
NCT01145677,Efficacy of Topiramate for Hospitalized Patients With Alcoholism,PHASE2/PHASE3,90.0,OTHER,Alcohol Dependence,365,4,1,1,1,22.5,0,8,10,18,1182,18.0,60.0,42.0,0,1,1,0,0,0,0,0,0,0,0,0,1
NCT01369615,Long-Term Safety of Twice Daily Oxycodone Hydrochloride Controlled-release Tablets in Children Who Completed OTR3001,PHASE3,23.0,INDUSTRY,Pain,943,14,2,1,1,1.6428571428571428,0,0,0,0,1818,6.0,17.0,11.0,0,0,1,1,0,0,0,0,1,0,0,0,0
NCT04003389,A Study to Find Out How Safe Long-term Treatment With Fezolinetant is in Women With Hot Flashes Going Through Menopause,PHASE3,1831.0,INDUSTRY,Hot Flashes,909,182,8,3,2,10.06043956043956,1,11,18,29,6316,40.0,65.0,25.0,1,0,1,1,0,0,0,0,0,0,0,0,1
NCT04432454,Evaluation of Lasofoxifene Combined With Abemaciclib in Advanced or Metastatic ER+/HER2- Breast Cancer With an ESR1 Mutation,PHASE2,29.0,INDUSTRY,Metastatic Breast Cancer,1582,16,1,1,1,1.8125,0,0,0,0,7080,18.0,65.0,47.0,1,1,0,1,1,0,0,0,0,0,0,0,0
NCT00973609,Optimal Maintenance Therapy With Bevacizumab After Induction in Metastatic Colorectal Cancer (CRC),PHASE3,853.0,OTHER,Colorectal Neoplasms,2191,1,1,3,3,853.0,1,11,0,11,5197,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00398710,A Phase II Study of Perifosine in Patients With Relapsed/Refractory Waldenström's Macroglobulinemia,PHASE2,37.0,INDUSTRY,Waldenström's Macroglobulinemia,1826,1,1,1,1,37.0,0,12,11,23,1698,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT02785705,Randomized Controlled Trial for Immunogenicity and Safety Evaluation of Bivalent Types 1 and 3 Oral Poliovirus Vaccine,PHASE3,600.0,OTHER_GOV,Poliomyelitis,123,0,0,6,1,600.0,1,1,1,2,923,0.1643835616438356,0.2465753424657534,0.0821917808219178,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT01765881,Comparison Between 25 µg Vaginal Misoprostol vs Slow Release Pessary PGE2,PHASE2,1700.0,OTHER,Delivery Uterine,1095,4,1,2,2,425.0,1,6,11,17,501,18.0,65.0,47.0,1,1,0,0,0,0,0,0,0,0,0,0,1
NCT00123279,Intravitreal Microplasmin in Patients Undergoing Surgical Vitrectomy,PHASE2,60.0,INDUSTRY,"Vitreomacular Traction Maculopathy, Eye Diseases",1430,3,2,6,1,20.0,1,1,19,20,2586,18.0,80.0,62.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT00118209,Rituximab and Combination Chemotherapy in Treating Patients With Diffuse Large B-Cell Non-Hodgkin's Lymphoma,PHASE3,524.0,OTHER,Large B Cell Lymphoma,6012,47,1,2,8,11.148936170212766,1,1,0,1,3148,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00402051,Chemotherapy With Pemetrexed in Combination With Platinum for Advanced Non-Small Cell Lung Cancer (NSCLC),PHASE2,133.0,INDUSTRY,Non-Small-Cell Lung Cancer,913,12,1,2,3,11.083333333333334,1,5,4,9,816,18.0,65.0,47.0,0,1,0,1,1,0,0,0,0,0,0,0,1
NCT02120300,Efficacy and Safety of Ledipasvir/Sofosbuvir Fixed-Dose Combination and Sofosbuvir + Ribavirin for Subjects With Chronic Hepatitis C Virus (HCV) and Inherited Bleeding Disorders,PHASE2,122.0,INDUSTRY,Chronic HCV Infection,488,13,1,3,3,9.384615384615385,1,6,6,12,1463,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT01828099,LDK378 Versus Chemotherapy in Previously Untreated Patients With ALK Rearranged Non-small Cell Lung Cancer,PHASE3,376.0,INDUSTRY,Non-Small Cell Lung Cancer,3834,167,29,2,4,2.251497005988024,1,0,0,0,1406,18.0,100.0,82.0,0,0,1,1,1,0,0,0,0,0,0,0,1
NCT05694767,"A Prospective, One-arm and Open Clinical Study of CM313 in the Treatment of Immune Thrombocytopenia",PHASE2,22.0,OTHER,"Immune Thrombocytopenia, Treatment",342,1,1,1,1,22.0,0,10,14,24,2868,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT04846881,Clinical Trial of Iclepertin Effect on Cognition and Functional Capacity in Schizophrenia (CONNEX-2),PHASE3,611.0,INDUSTRY,Schizophrenia,1181,127,18,2,2,4.811023622047244,1,0,0,0,5375,18.0,50.0,32.0,0,0,1,1,0,0,0,0,0,0,0,1,1
NCT03693131,Efficacy of MND-2119 in Participants With Hypertriglyceridemia,PHASE3,580.0,INDUSTRY,Hypertriglyceridemia,245,1,1,4,2,580.0,1,0,0,0,731,20.0,74.0,54.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT03989102,"Safety, Immunogenicity, and Protective Efficacy of Radiation Attenuated Plasmodium Falciparum NF54 Sporozoites (PfSPZ Vaccine) During Malaria Transmission Season in Healthy African Adult Women of Childbearing Potential in Mali",PHASE2,324.0,NIH,Malaria,1353,1,1,3,2,324.0,1,0,0,0,4362,18.0,38.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT02489695,Axitinib in1st Line Treatment for Patients With Advanced or Metastatic Papillary Renal Cell Carcinoma,PHASE2,44.0,OTHER,Papillary Renal Cell Carcinoma,1369,10,1,1,1,4.4,0,0,0,0,4281,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT00289016,A Study of Talimogene Laherparepvec in Stage IIIc and Stage IV Malignant Melanoma,PHASE2,50.0,INDUSTRY,Melanoma,1247,8,2,1,1,6.25,0,0,0,0,3108,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT04574544,Zinc Supplementation and Nutrition Education Among Children in the Rural Community,PHASE2/PHASE3,150.0,OTHER,Effects of; Serum,304,0,0,2,2,150.0,1,2,2,4,179,0.5,4.916666666666667,4.416666666666667,0,1,1,0,0,0,0,0,0,0,0,0,1
NCT02834559,Prophylactic Intravitreal 5-Fluorouracil and Heparin to Prevent PVR in High-risk Patients With Retinal Detachment.,PHASE3,326.0,OTHER,"Rhegmatogenous Retinal Detachment, High-risk for Proliferative Vitreoretinopathy (PVR)",1327,13,1,2,2,25.076923076923077,1,0,0,0,3112,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00056082,Celecoxib in Preventing Breast Cancer in At-Risk Premenopausal Women,PHASE2,110.0,OTHER,Breast Cancer,3834,3,1,1,1,36.666666666666664,0,50,0,50,4098,18.0,55.0,37.0,1,1,0,0,1,0,0,0,0,0,0,0,1
NCT00771875,Randomized Trial for Mixed Acute Rejection,PHASE2,30.0,OTHER,Graft Rejection,1643,2,1,3,6,15.0,1,10,19,29,3965,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT00597584,Safety & Efficacy of Peginesatide for Maintenance Treatment of Anemia in Participants With Chronic Kidney Disease on Hemodialysis,PHASE3,823.0,INDUSTRY,"Chronic Renal Failure, Chronic Kidney Disease, Anemia",823,84,9,2,2,9.797619047619047,1,0,0,0,931,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00261495,A Study of the Effectiveness and Safety of Sustained-release Hydromorphone (a Strong Opioid) in Patients With Chronic Noncancer Pain.,PHASE3,504.0,INDUSTRY,Pain,761,52,10,2,2,9.692307692307692,1,1,3,4,821,18.0,65.0,47.0,0,0,1,1,0,0,0,0,1,0,0,0,1
NCT03341143,Fecal Microbiota Transplant (FMT) in Melanoma Patients,PHASE2,20.0,OTHER,Melanoma,2387,1,1,1,1,20.0,0,19,21,40,11709,18.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT00441467,Safety and Efficacy Study of Glufosfamide in Previously Treated Advanced Soft Tissue Sarcoma,PHASE2,22.0,INDUSTRY,Soft Tissue Sarcoma,580,7,1,1,1,3.142857142857143,0,13,11,24,2853,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT02293460,Efficacy and Safety Study of I10E in Treatment of Patients With CIDP,PHASE3,44.0,INDUSTRY,Chronic Inflammatory Demyelinating Polyradiculoneuropathy,852,33,6,1,1,1.3333333333333333,0,0,0,0,3120,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00583128,Safety and Efficacy of AST-120 in Patients With Non-Constipating Irritable Bowel Syndrome,PHASE2,117.0,INDUSTRY,Irritable Bowel Syndrome,1034,17,2,2,2,6.882352941176471,1,7,15,22,2293,18.0,80.0,62.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT00269581,Headstrong Intervention for Pediatric Headache,PHASE3,35.0,OTHER,Chronic Headaches,2099,2,1,2,2,17.5,1,3,3,6,736,7.0,12.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT00684632,A Phase III Clinical Study of KW-2246 for Breakthrough Pain in Cancer Patients,PHASE3,51.0,INDUSTRY,"Pain, Cancer",395,20,1,2,2,2.55,1,14,26,40,5687,20.0,80.0,60.0,0,0,1,1,1,0,0,0,1,0,0,0,0
NCT00387959,"Chemotherapy, Radiation Therapy, Rituximab, and Umbilical Cord Blood Transplant in Treating Patients With B-Cell Non-Hodgkin's Lymphoma",PHASE2,17.0,OTHER,"Leukemia, Lymphoma",2830,1,1,1,9,17.0,0,22,0,22,3389,18.0,70.0,52.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT00101647,Study of Dasatinib (BMS-354825) in Patients With Accelerated Phase Chronic Myeloid Leukemia,PHASE2,197.0,INDUSTRY,Chronic Myelogenous Leukemia,1186,70,23,1,1,2.8142857142857145,0,6,12,18,1839,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT03231800,A Study to Evaluate the Efficacy and Safety of Dasotraline in Children 6 to 12 Years Old With Attention-Deficit Hyperactivity Disorder (ADHD) in a Simulated Classroom Setting.,PHASE3,95.0,INDUSTRY,Attention-Deficit Hyperactivity Disorder (ADHD),592,8,1,2,2,11.875,1,0,0,0,11598,6.0,12.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00682578,A Comparative Study of Artekin With Standard Malarial Treatment Regimes in Afghanistan,PHASE3,1086.0,OTHER,"Uncomplicated Falciparum Malaria, Vivax Malaria",943,4,1,2,2,271.5,1,7,7,14,918,0.25,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT02506998,Quality of Life in Allergic Rhinoconjunctivitis Patients Treated With Dialyzable Leukocyte Extracts,PHASE2,30.0,OTHER,Allergic Rhinoconjunctivitis,518,0,0,1,2,30.0,0,4,2,6,508,14.0,60.0,46.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT05777174,Study of MB-102 (Relmapirazin) and the Use of the MediBeacon® Transdermal GFR Measurement System Using the TGFR Reusable Sensor With Disposable Adhesive Ring,PHASE3,149.0,INDUSTRY,"Kidney Diseases, Kidney Injury, Kidney Failure",392,5,1,2,2,29.8,1,6,15,21,3057,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCT00675129,Treatment for Adolescents With Deliberate Self Harm,PHASE2,77.0,OTHER,Intentional Self Harm,2040,1,1,2,2,77.0,1,2,5,7,596,12.0,18.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT04705831,Study to Evaluate the Benefit of RUCONEST in Improving Neurological Symptoms in Post COVID-19 Infection,PHASE2,40.0,INDUSTRY,"Post-Viral Fatigue Syndrome, Post-Viral Disorder (Disorder), Covid19",1267,1,1,2,1,40.0,1,0,0,0,1654,18.0,75.0,57.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT03333109,Study of Efficacy and Safety of AMG 334 in Adult Episodic Migraine Patients,PHASE3,900.0,INDUSTRY,Episodic Migraine,704,81,11,3,2,11.11111111111111,1,0,0,0,470,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00215878,D-serine for Posttraumatic Stress Disorder Treatment,PHASE2,22.0,OTHER,Posttraumatic Stress Disorder,1735,1,1,2,1,22.0,1,0,3,3,150,25.0,75.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT03161054,Metronomic Chemotherapy in Elderly Non-fit Patients With Aggressive B-Cell Lymphomas,PHASE2,21.0,OTHER,Aggressive Non-Hodgkin Lymphoma,1378,10,1,1,5,2.1,0,13,10,23,2810,65.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT00369785,Donepezil in Treating Patients Who Have Undergone Radiation Therapy for Brain Tumors,PHASE3,198.0,OTHER,"Brain Tumors, Metastatic Disease",1584,16,1,2,2,12.375,1,18,6,24,3423,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT00894205,Neuropsychological Effects of Strengthening Exercise for Older Adults,PHASE2,29.0,OTHER,"Cognitive Ability, General",458,1,1,1,1,29.0,0,3,1,4,195,50.0,65.0,47.0,0,1,0,0,0,0,0,0,0,0,0,0,0
NCT02896101,"Study of Generic Pimecrolimus Cream, 1% in the Treatment of Mild to Moderate Atopic Dermatitis",PHASE3,755.0,INDUSTRY,Atopic Dermatitis,303,27,1,3,3,27.962962962962962,1,4,6,10,1776,12.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00768599,A Study of Econazole Foam 1% in Athlete's Foot,PHASE2,135.0,INDUSTRY,"Tinea Pedis, Athlete's Foot",214,6,1,3,3,22.5,1,7,10,17,2077,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT01112735,Efficacy and Safety of ARTISS for Flap Adherence in Abdominoplasty,PHASE2,40.0,INDUSTRY,"Seroma, Hematoma",273,6,1,2,2,6.666666666666667,1,5,23,28,3297,18.0,75.0,57.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT02275468,Fu-zheng-qu-zhuo Oral Liquid Improves Renal Function in Patients of CKD Stage 3 and 4,PHASE2,124.0,OTHER,"Stage 3 Chronic Kidney Disease, Stage 4 Chronic Kidney Disease",1584,3,1,2,1,41.333333333333336,1,0,0,0,1101,18.0,75.0,57.0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT01521598,"A Phase 2, Multicenter, Randomized, Double-blind, Placebo Controlled Study for the Pain of Diabetic Peripheral Neuropathy",PHASE2,128.0,INDUSTRY,Painful Diabetic Neuropathy,516,13,1,2,2,9.846153846153847,1,0,0,0,1662,18.0,65.0,47.0,0,1,0,1,0,0,0,0,1,0,0,0,1
NCT03114254,A Trial of Cabazitaxel Chemotherapy in Relapsed Locally Advanced &/or Metastatic Carcinoma of the Penis,PHASE2,17.0,OTHER,Penile Neoplasm,712,2,1,1,1,8.5,0,7,18,25,2188,18.0,65.0,47.0,1,1,0,0,0,0,0,0,0,0,0,0,0
NCT03716583,Melatonin Cream Against Acute Radiation Dermatitis in Patients With Early Breast Cancer,PHASE2,48.0,OTHER,"Radiation Dermatitis, Radiation Dermatitis Acute, Breast Cancer",642,1,1,2,3,48.0,1,5,5,10,722,50.0,65.0,47.0,1,1,0,0,1,0,0,0,0,0,0,0,1
NCT04762589,RT001 in Amyotrophic Lateral Sclerosis,PHASE2,43.0,INDUSTRY,Amyotrophic Lateral Sclerosis,475,4,4,2,2,10.75,1,0,0,0,2571,20.0,75.0,55.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT04416334,PREEMPTIVE THERAPY WITH COLCHICINE IN PATIENTS OLDER THAN 60 YEARS WITH HIGH RISK OF SEVERE PNEUMONIAE DUE TO CORONAVIRUS,PHASE3,70.0,OTHER,SARS-CoV-2 Infection (COVID-19),783,4,1,2,2,17.5,1,0,0,0,1744,60.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT00941681,Pharmacokinetics of Oral CK-1827452 in Patients With Stable Heart Failure,PHASE2,35.0,INDUSTRY,Heart Failure,184,3,1,3,3,11.666666666666666,1,0,0,0,3788,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT03632720,Immunogenicity and Safety of a Quadrivalent Meningococcal Conjugate Vaccine in Infants and Toddlers When Administered Concomitantly With Routine Pediatric Vaccines in the United Kingdom,PHASE3,788.0,INDUSTRY,Healthy Volunteers (Meningococcal Infection),1517,13,1,3,5,60.61538461538461,1,4,19,23,4346,0.15342465753424658,0.24383561643835616,0.09041095890410958,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00227721,Gemcitabine and Docetaxel in Treating Patients With Relapsed or Refractory Ovarian Epithelial or Peritoneal Cancer,PHASE2,30.0,OTHER,"Ovarian Cancer, Peritoneal Cavity Cancer",4748,4,1,1,2,7.5,0,33,0,33,2381,18.0,120.0,102.0,1,1,0,0,1,0,0,0,0,0,0,0,0
NCT00351104,Efficacy and Safety of Ketoprofen Topical Patch 20% in the Treatment of Pain Associated With Ankle Sprain or Strain,PHASE3,200.0,OTHER,"Sprain, Strain",274,1,1,1,1,200.0,0,4,6,10,875,18.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT02272101,Rhinitis in the Elderly: The Role of Vitamin D,PHASE3,15.0,OTHER,Rhinitis,121,2,1,2,1,7.5,1,1,1,2,251,65.0,65.0,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT02101385,Randomized Controlled Trial of Genomically Directed Therapy in Patients With Triple Negative Breast Cancer,PHASE2,193.0,OTHER,"Malignant Neoplasm of Breast, Breast Cancer",3081,29,1,2,2,6.655172413793103,1,20,5,25,7820,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
NCT06963788,The Comparative Effects of Using 0.12% Chlorhexidine and Silver Nanoparticles Mouthwashes in Medical Students,PHASE3,95.0,OTHER,Dental Plaque and Gingivitis,329,1,1,3,3,95.0,1,2,4,6,730,18.0,20.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0
NCT03025542,"A Study to Evaluate the Pharmacokinetics (PK), Pharmacodynamics (PD), and Safety of Bimekizumab in Patients With Chronic Plaque Psoriasis",PHASE2,49.0,INDUSTRY,Chronic Plaque Psoriasis,349,8,4,2,2,6.125,1,6,16,22,2829,18.0,70.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCT00158457,"Simple Once Daily Triple Regimen Including Tenofovir, Emtricitabine and Efavirenz in HIV-1 Infected Patients (ANRS 1207)",PHASE3,40.0,OTHER_GOV,HIV Infection,914,2,1,1,3,20.0,0,7,10,17,1375,18.0,65.0,47.0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCT00690274,Study to Demonstrate Cognitive Enhancing Effects of BF2.649,PHASE2,52.0,OTHER,Schizophrenia,1218,2,1,2,2,26.0,1,5,15,20,2508,18.0,55.0,37.0,0,1,0,0,0,0,0,0,0,0,0,1,1
NCT05190419,Study to Assess the Efficacy and Safety of Orismilast in Psoriasis,PHASE2,202.0,INDUSTRY,"Psoriasis, Skin Diseases",355,34,4,4,2,5.9411764705882355,1,0,0,0,1003,18.0,65.0,47.0,0,1,0,1,0,0,0,0,0,0,0,0,1
NCT02672436,ENERGI-F703 for Diabetic Foot Ulcers Phase II Study,PHASE2,141.0,INDUSTRY,"Diabetic Foot, Foot Ulcer, Diabetes Mellitus, Wounds",1016,1,1,2,2,141.0,1,0,0,0,3236,20.0,65.0,47.0,0,1,0,1,0,1,0,0,0,0,0,0,1
NCT02819739,Impact of Hyperoxia During Cardiopulmonary,PHASE3,330.0,OTHER,Cardiac Complications,1600,2,1,2,1,165.0,1,4,9,13,583,18.0,75.0,57.0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCT01411176,Phase III Study of NPO-11 in Patients Undergoing Therapeutic Upper Gastrointestinal Endoscopy,PHASE3,85.0,INDUSTRY,Gastric Cancer,274,1,1,2,2,85.0,1,0,0,0,2280,20.0,65.0,47.0,0,0,1,1,1,0,0,0,0,0,0,0,0
NCT04520256,Rapid Evaluation of Innovative Intervention Components to Maximize the Health Benefits of Behavioral Obesity Treatment Delivered Online: An Application of Multiphase Optimization Strategy,PHASE2/PHASE3,384.0,OTHER,Overweight and Obesity,968,1,1,32,6,384.0,1,10,0,10,943,18.0,70.0,52.0,0,1,1,0,0,0,0,0,0,0,0,0,1
NCT01342965,A Study of Erlotinib (Tarceva) Versus Gemcitabine/Cisplatin as First-line Treatment in Patients With Non-small Cell Lung Cancer With EGFR Mutations,PHASE3,217.0,INDUSTRY,Non-Small Cell Lung Cancer,1126,28,3,2,2,7.75,1,5,9,14,1358,18.0,65.0,47.0,0,0,1,1,1,0,0,0,0,0,0,0,0
NCT01365533,A Study to Evaluate the Effect of Roflumilast on Airway Inflammation and Function Following Allergen Challenge in Subjects With Allergic Asthma,PHASE2,48.0,INDUSTRY,Allergic Asthma,212,1,1,2,2,48.0,1,9,23,32,7864,18.0,55.0,37.0,0,1,0,1,0,0,0,1,0,0,0,0,0
NCT01413958,Effects of Phenylephrine Extended-Release Tablets on Allergy-Related Nasal Congestion (P08498 AM1),PHASE3,575.0,INDUSTRY,Seasonal Allergic Rhinitis,61,0,0,2,3,575.0,1,12,15,27,4154,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,1
NCT00100854,Erlotinib With or Without Fulvestrant in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer,PHASE2,108.0,OTHER,Lung Cancer,5060,1,1,2,2,108.0,1,11,26,37,2932,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
NCT03704870,Outcomes Following Omission of Daily Routine Chest Radiographs Following Pulmonary Resection,PHASE2,50.0,OTHER,"Lung Cancer, Lung Diseases, Lung Cancer, Nonsmall Cell, Surgery, Lung Adenocarcinoma",795,1,1,2,2,50.0,1,4,2,6,544,18.0,65.0,47.0,0,1,0,0,1,0,0,0,0,0,0,0,1
NCT02771210,Study of Efficacy and Safety of Secukinumab in Psoriatic Arthritis and Axial Spondyloarthritis Patients With Active Enthesitis Including One Achilles Tendon Site,PHASE3,204.0,INDUSTRY,"Psoriatic Arthritis, Axial Spondyloarthritis, Enthesitis",1198,55,8,2,2,3.709090909090909,1,4,7,11,2052,18.0,65.0,47.0,0,0,1,1,0,0,0,0,0,0,0,0,0
